Old Code,Item No. (Unique SKU code),Item/Service Description,New Item/Service Description for Tax,Item Group,Product,Category,Packing Type,Product Type,Packing Size,Section
,3232,,NOOR GAZAL DESICATED COCONUT PREMIUM 800 GM,FINISHED GOODS,DES COCONUT,CEREALS & FLOUR,PILLOW,POWDER,800,KAHWA SECTION
,3233,,NOOR GAZAL COMPLIMENT PACK,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,,40,NUTS SECTION
3234,3234,GAZAL PEPRICA POWDER 1 KG,NOOR GAZAL PAPRIKA POWDER 1 KG,FINISHED GOODS,PAPRIKA POWDER,SPICES,PILLOW,POWDER,1000,JAR SECTION
,3237,,NOOR GAZAL KAHWA MUMAYZA JAR 600GM,FINISHED GOODS,KAWA SEELANI POWDER,OMANI COFFEE,JAR,POWDER,600,KAHWA SECTION
3238,3238,GAZAL MEAT MASALA 5 KG,NOOR GAZAL MEAT MASALA 5 KG,FINISHED GOODS,MEAT MASALA,SPICES,PILLOW,POWDER,5000,JAR SECTION
3239,3239,GAZAL HORSE GRAM POWDER 10KG,NOOR GAZAL HORSE GRAM POWDER 10 KG,FINISHED GOODS,HORSE GRAM POWDER,CEREALS & FLOUR,BAG,POWDER,10000,RICE FLOUR MILL
2572,Discontinued,GAZAL GREEN CARDAMOM 200 GM,Discontinued,,,,,,,
NI0022,NI0022,CLEAR TAPE,BOMM CLEAR TAPE,CONSUMABLE,BOMM CLEAR TAPE,OTHER ITEMS,,,,
1209,Not Available,GAZAL JEERA POWDER JAR 250g,Discontinued,,,,,,,
,Not available,GAZAL LEMON SALT 500 GM,Discontinued,,,,,,,
,OTHER INCOME,OTHER INCOME,OTHER INCOME,,,,,,,
,PM0013,,1200 ML JAR,PACKING MATERIALS,1200 ML JAR,JAR & CAPS,,,,
,PM0015,,83 MM IVORY CAP WITH WAD,PACKING MATERIALS,83 MM IVORY CAP WITH WAD,JAR & CAPS,,,,
,PM0016,472 ML JAR,472 ML JAR,PACKING MATERIALS,472 ML JAR,JAR & CAPS,,,,PACKING MATERIALS
,PM0186,40 KG BAG,40 KG BAG FOR DAL,PACKING MATERIALS,40 KG BAG FOR DAL,KEES & BAG,,,,PACKING MATERIALS
,PM0188,15 KG BAG,15 KG BAG FOR MASALA,PACKING MATERIALS,15 KG BAG FOR MASALA,KEES & BAG,,,,PACKING MATERIALS
1427,RM0001,AJWAN,AJWAN,RAW MATERIALS,AJWAN,SPICES,Bag,,,RAW MATERIALS
,RM0002,BLACK CARDAMOM,BLACK CARDAMOM,RAW MATERIALS,BLACK CARDAMOM,SPICES,,,,
RM0003,RM0003,BLACK PEPPER GRINDING,BLACK PEPPER GRINDING,RAW MATERIALS,BLACK PEPPER POWDER,SPICES,Bag,,,
RM0004,RM0004,BLACK PEPPER PACKING,BLACK PEPPER,RAW MATERIALS,BLACK PEPPER,SPICES,Bag,,,RAW MATERIALS
1438,RM0005,CARDAMOM MLG,CARDAMOM MLG,RAW MATERIALS,CARDAMOM MLG,SPICES,Bag,,,RAW MATERIALS
RM0006,RM0006,CARDAMOM GOP,CARDAMOM GOP,RAW MATERIALS,CARDAMOM,SPICES,Bag,,,
,RM0007,CARDAMOM GRINDING,CARDAMOM GRINDING,RAW MATERIALS,CARDAMOM POWDER,SPICES,,,,
,RM0008,,CARDAMOM PACKING,RAW MATERIALS,CARDAMOM PACKING,SPICES,Bag,,,
RM0009,RM0009,KASHMIRI CHILLI WHOLE,KASHMIRI CHILLI WHOLE,RAW MATERIALS,KASHMIRI CHILLI WHOLE,SPICES,Bag,,,
RM0010,RM0010,CHILLI POWDER (KASHMIRI),CHILLI POWDER (KASHMIRI),RAW MATERIALS,CHILLI POWDER (KASHMIRI),SPICES,Bag,,,
RM0011,RM0011,CHILLI POWDER INDIA NO:1,CHILLI POWDER,RAW MATERIALS,CHILLI POWDER,SPICES,Bag,,,
RM0012,RM0012,CINNAMON GRINDING,CINNAMON GRINDING,RAW MATERIALS,CINNAMOM POWDER,SPICES,Bag,,,
RM0013,RM0013,CINNAMON PACKING,CINNAMON,RAW MATERIALS,CINNAMOM,SPICES,Bag,,,
RM0014,RM0014,CLOVES,CLOVES,RAW MATERIALS,CLOVES,SPICES,Bag,,,
RM0015,RM0015,CORIANDER SEEDS NO:2,CORIANDER SEEDS NO:2,RAW MATERIALS,CORIANDER POWDER,SPICES,bAG,,,
RM0016,RM0016,CORIANDER SEEDS PACKING,CORIANDER SEEDS,RAW MATERIALS,CORIANDER SEED,SPICES,Bag,,,
RM0017,RM0017,CRUSHED CHILLI,CRUSHED CHILLI,RAW MATERIALS,CRUSHED CHILLI,SPICES,bAG,,,
RM0018,RM0018,CUMIN SEEDS GRINDING,CUMIN SEEDS GRINDING,RAW MATERIALS,CUMIN POWDER,SPICES,Bag,,,
1583,RM0019,CUMIN SEEDS PACKING,CUMIN SEEDS,RAW MATERIALS,CUMIN SEEDS,SPICES,BAG,,,
RM0021,RM0021,DRY GINGER,DRY GINGER,RAW MATERIALS,DRY GINGER,SPICES,Bag,,,
,RM0022,DRY LEMON (WHITE),DRY LEMON (WHITE),RAW MATERIALS,DRY LEMON (WHITE),SPICES,,,,
105,RM0023,FENNEL SEED. NO 1,FENNEL SEED,RAW MATERIALS,FENNEL SEED,SPICES,Bag,,,RAW MATERIALS
RM0024,RM0024,FENNEL SEED. NO 2,FENNEL SEED. GRINDING,RAW MATERIALS,FENNEL POWDER,SPICES,bAG,,,
,RM0025,,FENUGREEK,RAW MATERIALS,FENUGREEK,SPICES,Bag,,,
RM0027,RM0027,HING POWDER,HING POWDER,RAW MATERIALS,HING POWDER,SPICES,Bag,,,
RM0029,RM0029,LONG CHILLI STEM LESS,LONG CHILLI STEM LESS,RAW MATERIALS,LONG CHILLI STEM CUT,SPICES,Bag,,,
RM0033,RM0033,MUSTARD SEEDS,MUSTARD SEEDS,RAW MATERIALS,MUSTARD SEEDS,SPICES,Bag,,,
,RM0034,NUT MEGS WITH SHELL,NUT MEGS WITH SHELL,RAW MATERIALS,NUT MEGS WITH SHELL,SPICES,Bag,,,
,RM0036,PAPRIKA POWDER,PAPRIKA POWDER,RAW MATERIALS,PAPRIKA POWDER,SPICES,Bag,,,
RM0038,RM0038,ROUND CHILLI,ROUND CHILLI,RAW MATERIALS,ROUND CHILLI,SPICES,Bag,,,
RM0039,RM0039,TESH PATHA,TESH PATHA,RAW MATERIALS,TESH PATHA,SPICES,Bag,,,RAW MATERIALS
,RM0041,TURMERIC FINGER (CUDDAPH),TURMERIC FINGER (CUDDAPH),RAW MATERIALS,TURMERIC POWDER,SPICES,,,,
,RM0042,TURMERIC FINGER(RAJAPURI),TURMERIC FINGER(RAJAPURI),RAW MATERIALS,TURMERIC POWDER,SPICES,,,,
RM0046,RM0046,KAWA SEEDS,KAWA SEEDS,RAW MATERIALS,KAHWA SEELANIYA,OMANI COFFEE,Bag,,,
RM0049,RM0049,BLACK CHANA,BLACK CHANA,RAW MATERIALS,BLACK CHANA,PEAS & LENTILES,Bag,,,
RM0050,RM0050,BLACK EYE BEANS,BLACK EYE BEANS,RAW MATERIALS,BLACK EYE BEANS,PEAS & LENTILES,Bag,,,
1217,RM0051,BROAD BEANS,BROAD BEANS,RAW MATERIALS,BROAD BEANS,PEAS & LENTILES,,,,
RM0052,RM0052,CHANA DAL,CHANA DAL,RAW MATERIALS,CHANA DAL,PEAS & LENTILES,Bag,,,
,RM0054,FASOOLIYA,FASOOLIYA,RAW MATERIALS,FASOOLIYA,PEAS & LENTILES,,,,
RM0056,RM0056,MASOOR DAL,MASOOR DAL,RAW MATERIALS,MASOOR DAL,PEAS & LENTILES,Bag,,,
RM0057,RM0057,MASOOR WHOLE,MASOOR WHOLE,RAW MATERIALS,MASOOR WHOLE,PEAS & LENTILES,bAG,,,
RM0058,RM0058,MOONG DAL,MOONG DAL,RAW MATERIALS,MOONG DAL,PEAS & LENTILES,Bag,,,
RM0059,RM0059,MOONG SPLIT,MOONG SPLIT,RAW MATERIALS,MOONG SPLIT,PEAS & LENTILES,BAG,,,
RM0060,RM0060,MOONG WHOLE,MOONG WHOLE,RAW MATERIALS,MOONG WHOLE,PEAS & LENTILES,Bag,,,
RM0061,RM0061,MUTTER DAL,MUTTER DAL,RAW MATERIALS,MUTTER DAL,PEAS & LENTILES,Bag,,,
RM0062,RM0062,POP CORN,POP CORN,RAW MATERIALS,POP CORN,PEAS & LENTILES,Bag,,,
RM0063,RM0063,R.K BEANS,R.K BEANS,RAW MATERIALS,R.K BEANS,PEAS & LENTILES,Bag,,,
RM0064,RM0064,ROSE MUNG,ROSE MUNG,RAW MATERIALS,ROSE MUNG,PEAS & LENTILES,Bag,,,
RM0065,RM0065,TOOR DAL,TOOR DAL,RAW MATERIALS,TOOR DAL,PEAS & LENTILES,Bag,,,
RM0066,RM0066,URID DAL,URID DAL,RAW MATERIALS,URID DAL,PEAS & LENTILES,Bag,,,
1293,RM0067,URID WHOLE (BLACK),URID WHOLE (BLACK),RAW MATERIALS,URID WHOLE (BLACK),PEAS & LENTILES,,,,
,RM0068,URID WHOLE (WHITE),URID WHOLE (WHITE),RAW MATERIALS,URID WHOLE (WHITE),PEAS & LENTILES,Bag,,,
RM0069,RM0069,WHITE CHANA 14.MM,WHITE CHANA,RAW MATERIALS,WHITE CHANA,PEAS & LENTILES,Bag,,,
,RM0071,BARLEY,BARLEY,RAW MATERIALS,BARLEY,CEREALS& FLOURS,,,,
RM0074,RM0074,CORN FLOUR,CORN FLOUR,RAW MATERIALS,CORN FLOUR,CEREALS& FLOURS,Bag,,,
,RM0075,DES COCONUT,DES COCONUT,RAW MATERIALS,DES COCONUT,CEREALS& FLOURS,Bag,,,
1546,RM0077,HUB HAREES (NOOR),HUB HAREES (NOOR),RAW MATERIALS,HUB HAREES (NOOR),CEREALS& FLOURS,Bag,,,RAW MATERIALS
RM0080,RM0080,RAGGI SEEDS,RAGGI SEEDS,RAW MATERIALS,RAGGI SEEDS,CEREALS& FLOURS,BAG,,,
165,RM0081,SAGU SEEDS,SAGU SEEDS,RAW MATERIALS,SAGU SEEDS,CEREALS& FLOURS,Bag,,,
RM0082,RM0082,SEMOLINA,SEMOLINA,RAW MATERIALS,SEMOLINA,CEREALS& FLOURS,bAG,,,
RM0083,RM0083,SESAME SEEDS,SESAME SEEDS,RAW MATERIALS,SESAME SEEDS,CEREALS& FLOURS,Bag,,,
RM0084,RM0084,SOYAWADI,SOYA BARI,RAW MATERIALS,SOYA BARI,CEREALS& FLOURS,Bag,,,
RM0085,RM0085,WHITE RICE PACKING,WHITE RICE,RAW MATERIALS,WHITE RICE,CEREALS& FLOURS,Bag,,,
RM0086,RM0086,ALMONDS 20/22 .68,ALMONDS,RAW MATERIALS,ALMONDS 20/22 68,NUTS & DRY FRUITS,Bag,,,
,RM0087,BLACK RAISINS,BLACK RAISINS,RAW MATERIALS,BLACK RAISINS,NUTS & DRY FRUITS,Bag,,,
1691,RM0088,CASHEW BROCKEN,CASHEW BROCKEN,RAW MATERIALS,CASHEW BROCKEN,NUTS & DRY FRUITS,Bag,,,RAW MATERIALS
RM0089,RM0089,CASHEW NUTS W 240,CASHEW NUTS W 240,RAW MATERIALS,CASHEW NUTS W 240,NUTS & DRY FRUITS,Bag,,,
RM0090,RM0090,CASHEW NUTS W 320,CASHEW NUTS W 320,RAW MATERIALS,CASHEW NUTS W 320,NUTS & DRY FRUITS,Bag,,,
RM0091,RM0091,GOLDEN RAISINS,GOLDEN RAISINS,RAW MATERIALS,GOLDEN RAISINS,NUTS & DRY FRUITS,Bag,,,
RM0093,RM0093,PEANUT PLAIN,PEANUT,RAW MATERIALS,PEANUT,NUTS & DRY FRUITS,Bag,,,
RM0094,RM0094,PISTACHIO KERNALS,PISTACHIO KERNALS,RAW MATERIALS,PISTACHIO,NUTS & DRY FRUITS,Bag,,,
RM0095,RM0095,PISTACHIO,PISTACHIO,RAW MATERIALS,PISTACHIO,NUTS & DRY FRUITS,Bag,,,
RM0097,RM0097,RICE FLAKES RED,RICE FLAKES RED,RAW MATERIALS,RICE FLAKES RED,NUTS & DRY FRUITS,Bag,,,
RM0098,RM0098,RICE FLAKES WHITE,RICE FLAKES WHITE,RAW MATERIALS,RICE FLAKES WHITE,NUTS & DRY FRUITS,Bag,,,
,RM0099,,ROASTED GRAM WHOLE,RAW MATERIALS,ROASTED GRAM WHOLE,NUTS & DRY FRUITS,Bag,,,
,RM0100,ROASTED CHANA,ROASTED CHANA,RAW MATERIALS,ROASTED CHANA,NUTS & DRY FRUITS,Bag,,,RAW MATERIALS
RM0101,RM0101,ROASTED GRAM,ROASTED GRAM,RAW MATERIALS,ROASTED GRAM,NUTS & DRY FRUITS,Bag,,,
,RM0102,,WALNUT,RAW MATERIALS,WALNUT,NUTS & DRY FRUITS,Bag,,,
RM0103,RM0103,BAKING SODA,BAKING SODA,RAW MATERIALS,BAKING SODA,OTHER ITEMS,BAG,,,
1967,RM0106,BLACK JEERA,BLACK JEERA,RAW MATERIALS,BLACK JEERA,OTHER ITEMS,Bag,,,RAW MATERIALS
,RM0107,ROSELLE,ROSELLE,RAW MATERIALS,ROSELLE,OTHER ITEMS,Bag,,,RAW MATERIALS
1584,RM0110,ZAHATAR PACKING,ZAHATAR,RAW MATERIALS,ZAHATAR,OTHER ITEMS,Bag,,,
RM0111,RM0111,CHIA SEED,CHIA SEED,RAW MATERIALS,CHIA SEED,OTHER ITEMS,BAG,,,
,RM0112,HUB AL HAMRA,HUB AL HAMRA,RAW MATERIALS,HUB AL HAMRA,OTHER ITEMS,,,,
,RM0114,JAGGERY KG,JAGGERY KG,RAW MATERIALS,JAGGERY,OTHER ITEMS,,,,
RM0115,RM0115,LEMON SALT,LEMON SALT,RAW MATERIALS,LEMON SALT,OTHER ITEMS,BAG,,,
,RM0117,CARDAMOM GRINDING (INDIA),CARDAMOM GRINDING (INDIA),RAW MATERIALS,CARDAMOM POWDER,SPICES,,,,
RM0118,RM0118,CARDAMOM PACKING (INDIA),CARDAMOM PACKING (INDIA),RAW MATERIALS,CARDAMOM,SPICES,Bag,,,
,RM0120,FAVA BEANS SPLIT,FAVA BEANS SPLIT,RAW MATERIALS,FAVA BEANS SPILIT,PEAS & LENTILES,,,,
RM0121,RM0121,GREEN PEAS,GREEN PEAS,RAW MATERIALS,GREEN PEAS,CEREALS& FLOURS,bAG,,,
,RM0122,URID SPLIT,URID SPLIT,RAW MATERIALS,URID SPLIT,PEAS & LENTILES,Bag,,,
,RM0123,HUB HAREES (AL DAAR),HUB HAREES (AL DAAR),RAW MATERIALS,HAREES AL DAAR,CEREALS& FLOURS,Bag,,,
RM0127,RM0127,HING (VANADEVI) 100 GM. CTN.,HING (VANADEVI) 100 GM. CTN.,RAW MATERIALS,HING (VANADEVI) 100 GM. CTN.,OTHER ITEMS,Bag,,,
1154,RM0128,HING (VANADEVI) 50 GM. CTN.,HING (VANADEVI) 50 GM. CTN.,RAW MATERIALS,HING (VANADEVI) 50 GM. CTN.,OTHER ITEMS,,,,
RM0129,RM0129,L.G. HING,L.G. HING,RAW MATERIALS,COMPOUNDED ASFOETIDA (HING),OTHER ITEMS,Bag,,,
,RM0131,,KASOORI METHI (A1),RAW MATERIALS,KASOORI METHI (A1),OTHER ITEMS,Bag,,,
RM0134,RM0134,DRY LEMON (BLACK),DRY LEMON (BLACK),RAW MATERIALS,DRY LEMON (BLACK),SPICES,Bag,,,RAW MATERIALS
RM0144,RM0144,FLAX SEED,FLAX SEED,RAW MATERIALS,FLAX SEED,OTHER ITEMS,BAG,,,
RM0147,RM0147,ROASTED BLACK CHANA,ROASTED BLACK CHANA,RAW MATERIALS,ROASTED BLACK CHANA,PEAS & LENTILES,Bag,WHOLE,,
0101,SFG0032,BLACK PEPPER POWDER,BLACK PEPPER POWDER,SEMI-FINISHED GOODS,BLACK PEPPER POWDER,SPICES,BAG,POWDER,1000,MASALA MILL
,SFG0038,,CINNAMON POWDER,SEMI-FINISHED GOODS,CINNAMON POWDER,SPICES,BAG,POWDER,1000,TURMERIC MILL
0107,SFG0040,CORIANDER POWDER,CORIANDER POWDER,SEMI-FINISHED GOODS,CORIANDER POWDER,SPICES,BAG,POWDER,1000,MASALA MILL
0111,SFG0046,GARAM MASALA POWDER,GARAM MASALA POWDER,SEMI-FINISHED GOODS,GARAM MASALA POWDER,SPICES,BAG,POWDER,1000,MASALA MILL
,SFG0049,,GINGER POWDER,SEMI-FINISHED GOODS,GINGER POWDER,SPICES,BAG,POWDER,1000,TURMERIC MILL
0114,SFG0052,JEERA POWDER,JEERA POWDER,SEMI-FINISHED GOODS,JEERA POWDER,SPICES,BAG,POWDER,1000,MASALA MILL
SFG0057,SFG0057,KAWA POWDER,KAWA POWDER,SEMI-FINISHED GOODS,KAWHA SEELYINA,OMANI COFFEE,BAG,POWDER,1000,KAWA MILL
SFG0061,SFG0061,LEMON POWDER,LEMON POWDER,SEMI-FINISHED GOODS,LEMON POWDER,SPICES,BAG,POWDER,,MASALA MILL
,SFG0064,,MEAT MASALA POWDER,SEMI-FINISHED GOODS,MEAT MASALA POWDER,SPICES,BAG,POWDER,1000,MASALA MILL
0127,SFG0076,TURMERIC POWDER,TURMERIC POWDER,SEMI-FINISHED GOODS,TURMERIC POWDER,SPICES,BAG,POWDER,1000,TURMERIC MILL
SFG0090,SFG0090,MIX MASALA,MIX MASALA,SEMI-FINISHED GOODS,MIX MASALA,SPICES,BAG,POWDER,1000,MASALA MILL
,URID SPLIT,URID SPLIT,URID SPLIT,RAW MATERIALS,URID SPLIT,PEAS & LENTILES,,,,
,COMP,GAZAL COMPLIMENT PACK,NOOR GAZAL COMPLIMENT PACK,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,,40,NUTS SECTION
